Abbreviation,Full Name,Material Type,Composition,Processing Method,Source Node ID,Source Node Title,Source Node Type,Source Section
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0203,Comparison of Li-ion Transport Pathways with Different Li Salts,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0214,Effect of TEGDME Plasticizer on Li-ion Pathways,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0225,Summary of Li-ion Transport Pathways and Charge Carrier Contributions,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0226,Li-ion Pathways in LLZO-PEO Composites,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0227,Composite Electrolyte Behavior,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0249,Analysis of Factors Affecting Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0250,Analysis of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0251,Analysis of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI)-TEGDME,,composite,LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,0149,Analysis of LiTFSI Resonance Broadening,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI)-TEGDME,,composite,LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,0250,Analysis of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO-TEGDME,,composite,"50 wt % LLZO, 50 wt % PEO, 50 wt % TEGDME",,0236,Sources of Active Li Ions,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO-TEGDME,,composite,"50 wt % LLZO, 50 wt % PEO, 50 wt % TEGDME",,0376,Background: Literature Review on Composite Electrolytes and Separators,semantic_unit,REFERENCES
LLZO-poly(ethylene oxide),LLZO-poly(ethylene oxide),composite,LLZO-poly(ethylene oxide),,0000,New Insights into the Compositional Dependence of Li-Ion Transport in Polymer-Ceramic Composite Electrolytes,section,New Insights into the Compositional Dependence of Li-Ion Transport in Polymer-Ceramic Composite Electrolytes
LLZO–PEO,,composite,LLZO (20 wt %)—PEO (LiTFSI); LLZO (50 wt %)—PEO (LiTFSI); LLZO (5 wt %)–PEO (LiTFSI),,0272,Conductivity Results and Discussion,semantic_unit,RESULTS AND DISCUSSION
LLZO–PEO (LiTFSI),lithium lanthanum zirconium oxide–poly(ethylene oxide) (lithium bis(trifluoromethanesulfonyl)imide),composite,5 wt % LLZO,ball-milling mixing,0182,NMR Analysis of Composite Electrolytes,semantic_unit,RESULTS AND DISCUSSION
LLZO–PEO(LiTFSI)-TEGDME,,composite,"LLZO (50 wt %), PEO(LiTFSI) (50 wt %), TEGDME (20 wt %)",ball milling,0070,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
LLZO–PEO(LiTFSI)–TEGDME,,composite,"LLZO (50 wt %), PEO(LiTFSI) (50 wt %), TEGDME (20 wt %)",ball-milling,0071,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
LLZO–PEO(LiTFSI)–TEGDME,,composite,"LLZO (50 wt %), PEO(LiTFSI) (50 wt %), TEGDME (20 wt %)",ball-milling,0072,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
LLZO–PEO–TEGDME,,composite,LLZO (50 wt %)—PEO (LiTFSI) (50 wt %)—TEGDME,,0272,Conductivity Results and Discussion,semantic_unit,RESULTS AND DISCUSSION
LLZO—PEO (LiClO4),,composite,50 wt % LLZO—50 wt % PEO (LiClO4),,0194,Comparison with Previous Studies and Influence of Li Salts,semantic_unit,RESULTS AND DISCUSSION
LLZO—PEO (LiTFSI),lithium lanthanum zirconium oxide—poly(ethylene oxide) (lithium bis(trifluoromethanesulfonyl)imide),composite,50 wt % LLZO; LLZO (20 wt %)—PEO (LiTFSI); 20 wt % LLZO—80 wt % PEO (LiTFSI); 50 wt % LLZO—50 wt % PEO (LiTFSI); LLZO (5 wt %)—PEO (LiTFSI); 5 wt % LLZO—95 wt % PEO (LiTFSI); LLZO (50 wt %)—PEO (LiTFSI),ball-milling mixing,0124,Experimental Data Presentation,semantic_unit,RESULTS AND DISCUSSION
LLZO—PEO (LiTFSI),lithium lanthanum zirconium oxide—poly(ethylene oxide) (lithium bis(trifluoromethanesulfonyl)imide),composite,50 wt % LLZO; LLZO (20 wt %)—PEO (LiTFSI); 20 wt % LLZO—80 wt % PEO (LiTFSI); 50 wt % LLZO—50 wt % PEO (LiTFSI); LLZO (5 wt %)—PEO (LiTFSI); 5 wt % LLZO—95 wt % PEO (LiTFSI); LLZO (50 wt %)—PEO (LiTFSI),ball-milling mixing,0182,NMR Analysis of Composite Electrolytes,semantic_unit,RESULTS AND DISCUSSION
LLZO—PEO (LiTFSI),lithium lanthanum zirconium oxide—poly(ethylene oxide) (lithium bis(trifluoromethanesulfonyl)imide),composite,50 wt % LLZO; LLZO (20 wt %)—PEO (LiTFSI); 20 wt % LLZO—80 wt % PEO (LiTFSI); 50 wt % LLZO—50 wt % PEO (LiTFSI); LLZO (5 wt %)—PEO (LiTFSI); 5 wt % LLZO—95 wt % PEO (LiTFSI); LLZO (50 wt %)—PEO (LiTFSI),ball-milling mixing,0194,Comparison with Previous Studies and Influence of Li Salts,semantic_unit,RESULTS AND DISCUSSION
O,,other,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
P,,other,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
PAN,polyacrylonitrile,polymer,,,0010,Background: Inorganic and Polymer Solid Electrolytes,semantic_unit,INTRODUCTION
PAN,polyacrylonitrile,polymer,,,0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
PAN,polyacrylonitrile,polymer,,,0363,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEG,PEG,polymer,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
PEG,PEG,polymer,,,0362,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEG,PEG,polymer,,,0363,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEG-LiClO$_4$-Al$_2$O$_3$,,composite,,,0362,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEG-LiClO$_4$-Al$_2$O$_3$ Composite Polyether Electrolytes,,composite,,,0363,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0000,New Insights into the Compositional Dependence of Li-Ion Transport in Polymer-Ceramic Composite Electrolytes,section,New Insights into the Compositional Dependence of Li-Ion Transport in Polymer-Ceramic Composite Electrolytes
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0003,Motivation: Safety Issues with Current Li-ion Batteries,semantic_unit,INTRODUCTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0010,Background: Inorganic and Polymer Solid Electrolytes,semantic_unit,INTRODUCTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0035,Publication Details,semantic_unit,INTRODUCTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0043,Journal and Figure Description,semantic_unit,INTRODUCTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0051,Contribution: Identifying Li-ion Transport Pathways Using Solid-State NMR,semantic_unit,INTRODUCTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0070,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0071,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0072,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0082,Electrochemical Measurements,semantic_unit,EXPERIMENTAL SECTION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0113,NMR Characterization of Li-ion Environments and Mobility,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0114,Materials and Sample Preparation,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0115,Materials and Sample Compositions,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0124,Experimental Data Presentation,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0133,Discussion of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0137,Characterization Techniques and Data Analysis,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0138,Composite Electrolyte Preparation and Characterization Overview,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0149,Analysis of LiTFSI Resonance Broadening,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0159,Li-ion Mobility Analysis via T1 Relaxation Times,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0169,Investigation of Li-ion Transport Pathways via Isotope Replacement,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0170,Symmetric Cell Fabrication and Electrochemical Cycling,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0171,Symmetric Cell Fabrication and Electrochemical Cycling,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0181,NMR Analysis of Li-ion Transport Pathways,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0182,NMR Analysis of Composite Electrolytes,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0194,Comparison with Previous Studies and Influence of Li Salts,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0195,Additional Content (1),semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0203,Comparison of Li-ion Transport Pathways with Different Li Salts,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0214,Effect of TEGDME Plasticizer on Li-ion Pathways,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0225,Summary of Li-ion Transport Pathways and Charge Carrier Contributions,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0226,Li-ion Pathways in LLZO-PEO Composites,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0227,Composite Electrolyte Behavior,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0236,Sources of Active Li Ions,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0249,Analysis of Factors Affecting Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0250,Analysis of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0251,Analysis of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0262,Electrochemical Impedance Spectroscopy (EIS) Measurements of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0263,Electrochemical Impedance Spectroscopy (EIS) Measurements,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0271,Additional Content (1),semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0272,Conductivity Results and Discussion,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0273,Ionic Conductivity of LLZO-PEO Composites with and without TEGDME,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0283,Correlation of NMR Findings with Ionic Conductivity and Stability,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0284,Factors Influencing Ionic Conductivity in Composite Electrolytes,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0295,Electrochemical Stability of Composite Electrolytes with Li Metal Anodes,semantic_unit,RESULTS AND DISCUSSION
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0309,Interpretation of Ion Conduction in Composite Electrolytes,semantic_unit,CONCLUSIONS
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0319,Methodology and Significance of Solid-State NMR,semantic_unit,CONCLUSIONS
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0362,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0363,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0374,Additional Content (2),semantic_unit,REFERENCES
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0375,"References on Doping, Morphology, and Ion Transport in Electrolytes",semantic_unit,REFERENCES
PEO,poly(ethylene oxide),polymer,Mw: 400 000; 20 wt %; 50 wt %; 90:10 wt%; 5 wt %,solution casting; ball-milling mixing,0376,Background: Literature Review on Composite Electrolytes and Separators,semantic_unit,REFERENCES
PEO-Based Electrolyte,,polymer,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
PEO-Based Electrolytes,,polymer,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
PEO-Based Electrolytes,,polymer,,,0362,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEO-Based Electrolytes,,polymer,,,0363,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PEO-TEGDME,,composite,,,0214,Effect of TEGDME Plasticizer on Li-ion Pathways,semantic_unit,RESULTS AND DISCUSSION
PEO/Garnets,Polyethylene Oxides/Garnets,composite,,,0374,Additional Content (2),semantic_unit,REFERENCES
PEO/Garnets,Polyethylene Oxides/Garnets,composite,,,0375,"References on Doping, Morphology, and Ion Transport in Electrolytes",semantic_unit,REFERENCES
PEO/Garnets-IL,,composite,,,0376,Background: Literature Review on Composite Electrolytes and Separators,semantic_unit,REFERENCES
PMMA,poly-(methyl methacrylate),polymer,,,0010,Background: Inorganic and Polymer Solid Electrolytes,semantic_unit,INTRODUCTION
PMMA,poly-(methyl methacrylate),polymer,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
PMMA,poly-(methyl methacrylate),polymer,,,0362,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PMMA,poly-(methyl methacrylate),polymer,,,0363,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PMMA/LiClO$_4$,,composite,,,0362,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
PMMA/LiClO$_4$ Polymer Nanocomposite Electrolyte,,composite,,,0363,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
Polyether Electrolytes,,polymer,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
Polymer Electrolyte,,polymer,,,0361,References on Battery Electrolytes,semantic_unit,REFERENCES
Polymer Electrolyte,,polymer,,,0362,Background: Advances in Lithium Battery Electrolytes,semantic_unit,REFERENCES
Polyurethane,Polyurethane,polymer,,,0374,Additional Content (2),semantic_unit,REFERENCES
Polyurethane,Polyurethane,polymer,,,0375,"References on Doping, Morphology, and Ion Transport in Electrolytes",semantic_unit,REFERENCES
PU,Polyurethane Polymers,polymer,,,0376,Background: Literature Review on Composite Electrolytes and Separators,semantic_unit,REFERENCES
SiO2,Silicon dioxide,filler,10 wt %,,0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
SiO2,Silicon dioxide,filler,10 wt %,,0023,Background on Composite Electrolytes,semantic_unit,INTRODUCTION
SiO2,Silicon dioxide,filler,10 wt %,,0024,Background on Composite Electrolytes,semantic_unit,INTRODUCTION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0035,Publication Details,semantic_unit,INTRODUCTION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0043,Journal and Figure Description,semantic_unit,INTRODUCTION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0070,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0071,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0072,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0113,NMR Characterization of Li-ion Environments and Mobility,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0114,Materials and Sample Preparation,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0115,Materials and Sample Compositions,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0124,Experimental Data Presentation,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0137,Characterization Techniques and Data Analysis,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0138,Composite Electrolyte Preparation and Characterization Overview,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0149,Analysis of LiTFSI Resonance Broadening,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0159,Li-ion Mobility Analysis via T1 Relaxation Times,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0194,Comparison with Previous Studies and Influence of Li Salts,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0195,Additional Content (1),semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0214,Effect of TEGDME Plasticizer on Li-ion Pathways,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0225,Summary of Li-ion Transport Pathways and Charge Carrier Contributions,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0226,Li-ion Pathways in LLZO-PEO Composites,semantic_unit,RESULTS AND DISCUSSION
TEGDME,Tetraethylene glycol dimethyl ether,solvent,50 wt %,"ball-milling; solution casting, ball milling",0227,Composite Electrolyte Behavior,semantic_unit,RESULTS AND DISCUSSION
